,時間,ID,カテゴリー,件,掲載名,フリガナ,電話番号,FAX番号,住所,アクセス,駐車場,現金以外の支払い方法,ホームページ,E-mailアドレス,業種,営業時間,休業日,予約
140,2018-10-22 13:57:07.718485,132355836100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,太陽土地住宅株式会社,タイヨウトチジュウタクカブシキガイシャ,03-3971-2291※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3985-0213,（〒171-0021）東京都豊島区西池袋１丁目２５－１地図,鉄道JR山手・埼京・湘南新宿ライン線・池袋駅・北口出口徒歩１分西武池袋・東武東上線・池袋駅・北口出口徒歩１分東京メトロ丸ノ内・有楽町線・池袋駅・北口出口徒歩１分ルート案内,無,お取り扱いしておりません,ホームページをご覧くださいhttp://www.taiyotochi.co.jp希望条件はこちらでご登録くださいhttp://www.taiyotochi.co.jp/cf_cgi4/kiboujoken.htm,お問い合わせはメールでも承りますinfo@taiyotochi.co.jp,貸事務所、貸店舗、貸ビル、ビル管理、不動産管理、不動産取引,,日曜、祝日,－
141,2018-10-22 13:57:08.149071,134980943161160160,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,ｅルーム,イールーム,03-5365-4222※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒160-0023）東京都新宿区西新宿４丁目１６－１３地図,－,無,お取り扱いしておりません,詳細はホームページをご覧下さいhttp://www.eroom-navi.jp/,－,ウィークリー・マンスリー賃貸マンション、貸倉庫、カプセルホテル、簡易旅館、下宿、コンテナレンタル・リース、サウナ、自習室、倉庫、トランクルーム、ビジネスホテル、ビジネス旅館、普通倉庫、ホテル、旅館、レンタルオフィス、レンタルスペース,,－,－
142,2018-10-22 13:57:08.620345,137711637100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,株式会社サンヨー不動産,カブシキガイシャサンヨーフドウサン,042-341-1237※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-341-2865,（〒187-0045）東京都小平市学園西町２丁目２－９地図,鉄道西武多摩湖線・一橋学園駅前　徒歩１分ルート案内,有,お取り扱いしておりません,詳しい情報はＨＰをご覧下さい。http://www.san-yoh.co.jp,お問い合わせは、お電話、Ｅ－ｍａｉｌでどうぞ！estate@san-yoh.co.jp,不動産取引,,水曜日,－
143,2018-10-22 13:57:09.106707,133054903100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,港南３丁目・４丁目駐車場,コウナンサンチョウメヨンチョウメチュウシャジョウ,03-3450-4427※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3450-4449,（〒108-0075）東京都港区港南４丁目５－２２地図,鉄道山手・京浜東北・東海道線・品川駅・港南出口徒歩10分東京モノレール線・天王洲アイル駅徒歩5分その他海岸通り （都道第316号線） 港南小学校前交差点先ルート案内,有,お取り扱いしておりません,－,－,駐車場、月極駐車場,08:00～17:00インフォメーション：24時間／365日　入・出庫可能,休業日　日・祝日・年末年始,－
144,2018-10-22 13:57:09.601748,510000000000020858,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,アルプス住宅サービス株式会社,アルプスジュウタクサ－ビスカブシキガイシャ,03-5992-7777※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5992-8777,（〒171-0014）東京都豊島区池袋２丁目６５－１地図,鉄道ＪＲ線・西武線・東京メトロ線・池袋駅徒歩10分東武東上線・北池袋駅徒歩13分ルート案内,お近くのコインパークをご利用下さい,－,ホームページはこちらへhttp://alps-jutaku.co.jp/,お問い合わせはこちらへkanri@alps-jutaku.co.jp,建物売買、中古住宅売買、塗装工事、土地売買、不動産管理、不動産コンサルタント、不動産取引、防水工事、マンション賃貸業、リノベーション、リフォーム,10:00～18:00,水曜日,－
145,2018-10-22 13:57:10.057257,137688853100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,株式会社ビルテック,カブシキガイシャビルテック,03-3583-0207※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3568-2442,（〒106-0032）東京都港区六本木３丁目５－２７地図,鉄道日比谷線・六本木駅・3番出口徒歩5分南北線・六本木一丁目駅・5番出口徒歩5分大江戸線・六本木駅・5番出口徒歩5分その他六本木交差点アマンド前より溜池山王方面へ右側1階店舗です。ルート案内,無,お取り扱いしておりません,詳しくはホームページをご覧下さいhttp://www.builtech.ne.jp,不動産に関する事なら何でもお気軽にお問合せ下さい。info@builtech.ne.jp,清掃業、不動産取引,,日曜日、祝日,－
146,2018-10-22 13:57:10.503451,137896537100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,大新産業株式会社,タイシンサンギョウカブシキガイシャ,042-338-5991※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-338-5993,（〒206-0002）東京都多摩市一ノ宮２丁目１１－１８地図,鉄道京王線・聖蹟桜ヶ丘駅徒歩１分ルート案内,－,－,－,－,アパート管理、インテリアクリーニング、エアコンクリーニング、カーペットクリーニング、外壁クリーニング、カビ防止業、建築塗装、清掃業、電気工事、ハウスクリーニング、ビル管理、ビルクリーニング、ビルメンテナンス、マンション管理,09:00～17:00,土曜日、日曜日、祝日,－
147,2018-10-22 13:57:11.002644,137573449093481970,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,クリスタルハウステクノ株式会社,クリスタルハウステクノカブシキガイシャ,03-6382-8889※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-6382-5732,（〒164-0011）東京都中野区中央４丁目２－６－１０２地図,鉄道東京メトロ丸ノ内線・新中野駅徒歩1分ルート案内,無,－,不動産投資は不動産マッチングへhttp://www.fudousan-matching.com/,詳細は、お気軽にお問合せくださいfukuhara@house-k.jp,外壁工事、建設業、住宅建設、建築工事、分譲住宅、リフォーム,10:00～18:00,祝日,－
148,2018-10-22 13:57:11.448587,139081830196480870,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,東建コーポレーション株式会社ホームメイト町田店,トウケンコーポレーションカブシキガイシャホームメイトマチダテン,042-739-5030※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-739-5031,（〒194-0013）東京都町田市原町田６丁目１０－４地図,鉄道小田急小田原線・田町駅徒歩2分ルート案内,無,有,東建コーポレーション（土地活用のご相談）http://www.token.co.jpＰＣ・ケータイ版ホームメイト（お部屋探し）http://www.homemate.co.jpスマートフォン版ホームメイト（お部屋探し）http://s.homemate.co.jp/,お問い合わせ、パンフレットのご請求などA37@token.co.jp,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸倉庫、貸店舗、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業,10:00～18:30,水曜日（祝日は営業）,－
149,2018-10-22 13:57:11.935712,135172834100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,株式会社興和ビルメンテ,カブシキガイシャコウワビルメンテ,03-3688-8292※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3688-8250,（〒134-0088）東京都江戸川区西葛西６丁目９－１２地図,鉄道地下鉄東西線・西葛西駅・南口出口徒歩2分ルート案内,－,－,http://www.kwbm.co.jp,kowa@kwbm.co.jp,清掃業、貯水槽清掃業、ハウスクリーニング、ビル管理、ビルメンテナンス、マンション管理、マンション管理士,,－,－
150,2018-10-22 13:57:12.356090,138342367100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,株式会社野島不動産,カブシキガイシャノジマフドウサン,042-545-2030※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-545-2777,（〒196-0003）東京都昭島市松原町４丁目５－１５地図,鉄道JR青梅線・五日市線・八高線・西武拝島線・拝島駅南口から徒歩4分ルート案内,有,－,ホームページはこちらへhttp://www.nojima-re.co.jp/お問い合わせはこちらへhttps://asp.athome.jp/contact/kai/00989470/?PID=ATHP,メールでもお問い合わせくださいinfo@nojima-re.co.jp,貸事務所、貸店舗、貸家、住宅コンサルタント、住宅販売、建物売買、中古住宅売買、駐車場、土地管理、土地賃貸、土地売買、不動産管理、不動産コンサルタント、不動産取引,,水曜日、第2・3日曜日,－
151,2018-10-22 13:57:12.778698,139505758100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,アクセル株式会社,アクセルカブシキガイシャ,042-621-5625※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-621-5626,（〒192-0904）東京都八王子市子安町３丁目２－３地図,鉄道ＪＲ中央線・八王子駅・南口出口徒歩5分その他お客様専用駐車場有ルート案内,有,VISAカード、MASTERカード、JCBカード、DINERSカード、AMEXカード、UCカード、DCカード、NICOSカード,売買・賃貸仲介ホームページhttp://www.axelhome.co.jp/http://www.axelhome.com,買取担当メールアドレスito@axelhome.com売買担当メールアドレスmatsumoto@axelhome.com賃貸・仲介・管理メールアドレスtsukamoto@axelhome.com,アパート管理、アパート業、アパート（学生向）、貸ビル、住宅販売、建物売買、中古住宅売買、注文住宅販売、土地管理、土地売買、土地分譲、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業,09:00～19:30,水曜日,－
152,2018-10-22 13:57:13.305960,134005517100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,株式会社リロケーションハウス,カブシキガイシャリロケーションハウス,03-5766-2300※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5766-2313,（〒107-0062）東京都港区南青山６丁目４－９地図,鉄道銀座線・半蔵門線・千代田線・表参道駅・Ｂ1，Ａ5出口徒歩8分日比谷線・六本木駅・1出口徒歩15分バス渋谷01系統　南青山7丁目停留所・徒歩2分ルート案内,駐車料金　無料,VISAカード、MASTERカード、JCBカード、AMEXカードDINERS（取扱条件あり）,http://www.relocationhouse.com/,info@relocationhouse.com,アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸店舗、貸ビル、貸別荘、貸家、コンドミニアム、シェアハウス、事務所売買、住宅コンサルタント、住宅販売、建売業、建物売買、中古住宅売買、駐車場、注文住宅販売、月極駐車場、土地管理、土地賃貸、土地売買、土地分譲、バイク駐車場、ビル管理、ビルメンテナンス、不動産管理、不動産コンサルタント、不動産投資顧問業、不動産取引、分譲住宅、別荘分譲、別荘分譲・管理、マンション（学生向）、マンション賃貸業、マンション分譲、リゾート会員権取引、リゾートマンション分譲,10:00～19:00,年末年始,－
153,2018-10-22 13:57:13.723116,139831316162850120,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,三井のリハウス府中センター,ミツイノリハウスフチュウセンター,0120-554979042-365-3131※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-365-3645,（〒183-0023）東京都府中市宮町１丁目４０－１Ｆ地図,鉄道京王線・府中駅徒歩3分ルート案内,駐車料金　有料有料パーキングをご利用下さい。(当店利用のみ負担）※お車の車種により駐車できない場合もございます,お取り扱いしておりません,http://www.rehouse.co.jp/hutyu/,fuchu@rehouse.co.jp,不動産取引,,火曜日、水曜日,－
154,2018-10-22 13:57:14.160319,135730643186250480,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,東建コーポレーション株式会社足立支店,トウケンコーポレーションカブシキガイシャアダチシテン,03-5839-6300※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5839-6303,（〒123-0861）東京都足立区加賀２丁目８－７地図,その他ブランピエール　１Ｆルート案内,－,有,東建コーポレーション（土地活用のご相談）http://www.token.co.jpＰＣ・ケータイ版ホームメイト（お部屋探し）http://www.homemate.co.jpスマートフォン版ホームメイト（お部屋探し）http://s.homemate.co.jp/,お問い合わせ、パンフレットのご請求など736@token.co.jp,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸倉庫、貸店舗、建設業、不動産管理、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業、リフォーム,10:00～18:30,水曜日（祝日は営業）,－
155,2018-10-22 13:57:14.604276,131065133165780730,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,東急リバブル株式会社品川センター,トウキュウリバブルカブシキガイシャシナガワセンター,0800-1708039※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒108-0074）東京都港区高輪３丁目２３－１６地図,鉄道ＪＲ山手線・京急本線・品川駅徒歩3分ルート案内,－,お取り扱いしております,【品川駅徒歩3分】東急リバブル品川センター　HPhttps://www.livable.co.jp/branch/shinagawa/,－,不動産取引,,,－
156,2018-10-22 13:57:15.049687,133866578100000899,東京都の不動産のお店・施設を探す 19802件,101-150件/19802件,大京ホーム株式会社,ダイキヨウホームカブシキガイシャ,0428-24-16330120-24-1632※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,0428-24-1554,（〒198-0036）東京都青梅市河辺町５丁目１２－６地図,鉄道青梅線・河辺駅徒歩1分ルート案内,有,－,http://www.daikyo-home.co.jp/,mail@daikyo-home.co.jp,建築工事、不動産取引,09:00～19:00,水曜日、木曜日,－
157,2018-10-22 13:57:15.482882,139332727100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社ファースト管理サービス,カブシキガイシャファーストカンリサービス,03-5992-400503-5992-4001※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5992-4028,（〒171-0021）東京都豊島区西池袋１丁目４４－１地図,鉄道山手線・池袋駅・北出口徒歩2分地下鉄有楽町線 ・丸ノ内線・池袋駅その他東京都豊島区西池袋１丁目44-1西京信金ビル9・10Ｆ 管理部TEL：03-5992-4005ルート案内,有,－,http://www.first-gp.co.jp/,info@first-gp.co.jp,不動産取引,10：00～19：00,水曜定休（営業部）　・（管理部は無休）,－
158,2018-10-22 13:57:15.971069,135362347100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,多摩ハウジング株式会社,タマハウジングカブシキガイシャ,042-366-7230※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒183-0056）東京都府中市寿町１丁目１－３２地図,鉄道京王線・府中駅・北出口徒歩1分武蔵野線・南武線・府中本町駅徒歩10分その他甲州街道（20号線）と府中けやき並木通りの交差点「寿町1丁目」の角、みずほ銀行向いのビル1階ルート案内,無,お取り扱いしておりません,当社のホームページもご覧下さいhttp://www.tama-h.co.jp,メールでのお問い合わせは、こちらからどうぞinfo@tama-h.co.jp,アパート管理、アパート業、アパート（学生向）、貸事務所、貸店舗、貸ビル、貸間、貸家、建設コンサルタント、事務所売買、住宅情報提供サービス、住宅販売、倉庫、建売業、建物売買、中古住宅売買、駐車場、注文住宅販売、月極駐車場、土地管理、土地賃貸、土地売買、土地分譲、内装工事、ビル管理、不動産管理、不動産取引、分譲住宅、保険、マンション管理、マンション（学生向）、マンション賃貸業、マンション分譲、木造建築工事、リフォーム,,毎週水曜日、祝日※第3週祝日は営業致します、第3日曜日,－
159,2018-10-22 13:57:16.402846,137380454137581440,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,東急リバブル株式会社／経堂センター,トウキュウリバブルカブシキガイシャ／キョウドウセンター,0800-100910903-6867-0109※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-6867-0112,（〒156-0052）東京都世田谷区経堂２丁目３－１－２Ｆ地図,鉄道小田急線・経堂駅・北出口徒歩1分ルート案内,お近くのコインパーキングをご利用下さい。,お取り扱いしておりません,不動産売買の東急リバブル経堂センター　HPhttps://www.livable.co.jp/branch/kyodo/,kyodo@ma.livable.jp,不動産取引,,火曜日、水曜日,－
160,2018-10-22 13:57:16.886053,132484853113480520,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,三井不動産リアルティ株式会社／コンサルティング営業部新宿オフィス,ミツイフドウサンリアルティカブシキガイシャ／コンサルティングエイギョウブシンジュクオフィス,03-5909-32130120-907-831※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒160-0023）東京都新宿区西新宿２丁目１－１－１Ｆ地図,その他中央地下通路を通り、新宿三井ビル１F　三井のリハウス新宿センターのとなりルート案内,－,－,▽三井不動産リアルティ株式会社 コンサルティング営業部https://www.rehouse.co.jp/store/consulting/,－,不動産取引,,土曜日、日曜日、祝日,－
161,2018-10-22 13:57:17.355753,131254951107051660,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,東建コーポレーション株式会社稲城支店,トウケンコーポレーションカブシキガイシャイナギシテン,042-370-4300※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-370-8281,（〒206-0812）東京都稲城市矢野口１６２６－１地図,その他Better days Mansion　１Ｆルート案内,有,有,東建コーポレーション（土地活用のご相談）http://www.token.co.jpＰＣ・ケータイ版ホームメイト（お部屋探し）http://www.homemate.co.jpスマートフォン版ホームメイト（お部屋探し）http://s.homemate.co.jp/,お問い合わせ、パンフレットのご請求など749@token.co.jp,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸倉庫、貸店舗、建設業、不動産管理、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業、リフォーム,10:00～18:30,水曜日（祝日は営業）,－
162,2018-10-22 13:57:17.792425,135664177100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社キョーワハウス,カブシキガイシャキヨーワハウス,042-562-4311※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-562-6890,（〒207-0013）東京都東大和市向原４丁目２１－７地図,鉄道西武拝島線・東大和市駅徒歩9分ルート案内,有,お取り扱いしておりません,▼キョーワハウスのホームページはこちらからhttp://www.kyowa-h.com/,－,貸事務所、貸店舗、建設業、建築工事、住宅販売、建売業、建物売買、注文住宅販売、土地売買、土地分譲、不動産取引、分譲住宅,09:00～18:00,水曜日,－
163,2018-10-22 13:57:18.245934,138773832100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,白鷺産業株式会社,ハクロサンギヨウカブシキガイシャ,03-3330-2441※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3330-2513,（〒165-0035）東京都中野区白鷺１丁目３１－２１地図,鉄道西武新宿線・鷺ノ宮駅南口より徒歩1分ルート案内,有,お取り扱いしておりません,ホームページにて賃貸物件の検索ができます。http://www.hakuro.com/,office@hakuro-re.co.jp,アパート管理、アパート（学生向）、貸事務所、貸店舗、貸家、建設業、建築工事、建築設計、測量、中古住宅売買、月極駐車場、土地管理、土地賃貸、土地売買、不動産管理、不動産取引、マンション賃貸業,09:00～18:00,ゴールデンウィーク、夏期休暇、年末年始,－
164,2018-10-22 13:57:18.668677,137510347100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,有限会社府中セミ不動産,ユウゲンガイシャフチュウセミフドウサン,042-366-2252※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-369-2031,（〒183-0014）東京都府中市是政５丁目７－１３地図,鉄道西武多摩川線・是政駅徒歩1分ルート案内,有,お取り扱いしておりません,http://www.f-semi.co.jp/,お問い合せinfo@f-semi.co.jp,住宅販売、不動産取引,,水曜・祝日,－
165,2018-10-22 13:57:19.125196,134554436148741130,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社第一開発,カブシキガイシャダイイチカイハツ,0120-77977703-5744-7277※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5744-7278,（〒144-0051）東京都大田区西蒲田７丁目３２－２地図,鉄道ＪＲ線・東急線・蒲田駅徒歩4分ルート案内,－,－,▼詳しくはホームページをご覧下さい。http://www.sokoti.com/,▼メールでのお問い合わせはこちらからinfo@sokoti.com,不動産取引,,日曜・祝日ですが、事前にご連絡頂ければ調整致します。,－
166,2018-10-22 13:57:19.637995,133700441100130940,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,有限会社アイホーム,ユウゲンガイシャアイホーム,03-5213-8003※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5213-8004,（〒102-0072）東京都千代田区飯田橋１丁目９－６－１０１地図,鉄道ＪＲ総武線・飯田橋駅・東出口徒歩3分地下鉄東西線・飯田橋駅・Ａ5出口徒歩2分その他朝日飯田橋マンション1階ルート案内,無,お取り扱いしておりません,飯田橋・九段・市ヶ谷の賃貸の事ならアイホームhttp://ihome-iidabashi.co.jp/,貸事務所や賃貸オフィスのご相談お待ちしていますai-home@smile.ocn.ne.jp,貸事務所、不動産取引、マンション賃貸業,,土曜日、日曜日、祝日、（事前にご連絡頂ければ対応致します）,－
167,2018-10-22 13:57:20.073972,139368847100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,本間不動産,ホンマフドウサン,042-381-6863※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-383-7070,（〒184-0004）東京都小金井市本町５丁目１９－１地図,鉄道ＪＲ中央線・武蔵小金井駅・北口出口徒歩2分ルート案内,有,－,▼ホームページはこちらからhttp://www.e-honma.com,support@e-honma.com,アパート管理、アパート業、アパート（学生向）、貸事務所、貸店舗、貸ビル、貸別荘、貸間、貸家、シェアハウス、事務所売買、住宅コンサルタント、住宅販売、建物売買、中古住宅売買、駐車場、注文住宅販売、月極駐車場、土地管理、土地賃貸、土地売買、土地分譲、バイク駐車場、ビル管理、ビルメンテナンス、不動産管理、不動産競売代行業、不動産コンサルタント、不動産取引、分譲住宅、マンション（学生向）、マンション賃貸業、マンション分譲、留学生寮,,毎週水曜日、月１回火曜日　年末年始　ＧＷ休業　夏期休業,－
168,2018-10-22 13:57:20.541190,139368847100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,本間不動産,ホンマフドウサン,042-381-6863※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-383-7070,（〒184-0004）東京都小金井市本町５丁目１９－１地図,鉄道ＪＲ中央線・武蔵小金井駅・北口出口徒歩2分ルート案内,有,－,▼ホームページはこちらからhttp://www.e-honma.com,support@e-honma.com,アパート管理、アパート業、アパート（学生向）、貸事務所、貸店舗、貸ビル、貸別荘、貸間、貸家、シェアハウス、事務所売買、住宅コンサルタント、住宅販売、建物売買、中古住宅売買、駐車場、注文住宅販売、月極駐車場、土地管理、土地賃貸、土地売買、土地分譲、バイク駐車場、ビル管理、ビルメンテナンス、不動産管理、不動産競売代行業、不動産コンサルタント、不動産取引、分譲住宅、マンション（学生向）、マンション賃貸業、マンション分譲、留学生寮,,毎週水曜日、月１回火曜日　年末年始　ＧＷ休業　夏期休業,－
169,2018-10-22 13:57:20.994033,136300568100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社豊和ハウジング,カブシキガイシャホウワハウジング,042-648-0661※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-648-0567,（〒192-0081）東京都八王子市横山町３－１２地図,鉄道JR線・八王子駅北口徒歩3分京王線・京王八王子駅徒歩4分ルート案内,無,－,－,メールでのお問い合せはこちらからhouwa@purple.plala.or.jp,住宅販売、中古住宅売買、注文住宅販売、土地賃貸、土地売買、土地分譲、不動産取引、分譲住宅、マンション賃貸業、マンション分譲,10:00～19:00,日曜日、祝日,－
170,2018-10-22 13:57:21.408729,135741530113781750,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,東急リバブル株式会社飯田橋センター,トウキュウリバブルカブシキガイシャイイダバシセンター,0800-9196109※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-6867-1094,（〒102-0071）東京都千代田区富士見２丁目１１－１０地図,鉄道JR総武線・都営大江戸線・東京メトロ各線・飯田橋駅徒歩２分ルート案内,－,－,▼東急リバブル株式会社飯田橋センターのホームページhttps://www.livable.co.jp/branch/iidabashi/,－,不動産取引,,火曜日、水曜日,－
171,2018-10-22 13:57:21.875356,135467448100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,ダイワ住販株式会社,ダイワジュウハンカブシキガイシャ,042-464-2580※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-464-2538,（〒187-0003）東京都小平市花小金井南町１丁目５－８地図,鉄道花小金井駅車で2分、徒歩約8分中央本線・国分寺駅車で11分ルート案内,2台,－,▼詳しくはホームページをご覧くださいhttp://daiwajuhan.co.jp/,▼メールのお問い合わせはこちらへinfo@daiwajuhan.co.jp,建設業、建築工事、建築塗装、住宅販売、ソーラーシステム・太陽光発電、耐震工事、中古住宅売買、注文住宅販売、土地売買、土地分譲、不動産取引、フローリング工事、分譲住宅、木造建築工事、リフォーム,9:00～18:00,水曜日,－
172,2018-10-22 13:57:22.322174,139788717100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社タープ不動産情報,カブシキガイシャタープフドウサンジョウホウ,03-5803-9292※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5803-9293,（〒112-0002）東京都文京区小石川２丁目５－７地図,鉄道東京メトロ丸ノ内線/本郷3丁目駅都営大江戸線・本郷3丁目駅その他新住所　〒113-0033　東京都文京区本郷3丁目-32-7　東京ビル３Ｆルート案内,有,お取り扱いしておりません,詳しくはこちらからホームページをごらんください。http://www.tarp.co.jp,Ｅメールでのお問い合わせも承ります。info@tarp.co.jp,貸事務所、貸倉庫、貸店舗、貸ビル、貸家、事務所売買、住宅コンサルタント、倉庫、建物売買、中古住宅売買、駐車場、土地売買、ビル管理、不動産管理、不動産コンサルタント、不動産取引、分譲住宅、マンション賃貸業、マンション分譲,,年中無休,－
173,2018-10-22 13:57:22.756011,132771906109161810,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,マンスリーマンション八王子受付センター,マンスリーマンションハチオウジウケツケセンター,042-649-6002※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒192-0083）東京都八王子市旭町４－２５地図,鉄道ＪＲ・京王線　八王子駅近くルート案内,有,－,－,－,アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸アパート、ウィークリー・マンスリー賃貸マンション、貸間、下宿、シェアハウス、月極駐車場、ビジネスホテル、マンション（学生向）、マンション賃貸業,09:30～20:00,年中無休,－
174,2018-10-22 13:57:23.249629,134954183100000899,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社久米不動産／本店,カブシキガイシャクメフドウサン／ホンテン,03-3619-0151※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3619-0153,（〒131-0032）東京都墨田区東向島６丁目５３－１地図,鉄道東武伊勢崎線・東向島駅徒歩5分京成押上線・八広駅徒歩9分その他国道6号線（水戸街道）沿いルート案内,有,－,☆詳細は当社ホームページでhttp://www.kumefudousan.com/,－,貸事務所、貸店舗、貸間、貸家、住宅販売、建物売買、中古住宅売買、駐車場、月極駐車場、土地管理、土地売買、不動産管理、不動産取引,,日曜　祝日,－
175,2018-10-22 13:57:23.712550,131095117179730470,東京都の不動産のお店・施設を探す 19802件,151-200件/19802件,株式会社府中地所,カブシキガイシャフチュウジショ,042-335-2155※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-335-2150,（〒183-0022）東京都府中市宮西町２丁目９－５地図,鉄道京王線・府中駅より徒歩2分ＪＲ府中本町駅より徒歩5分ＪＲ分倍河原駅より徒歩10分その他※岡嵜ビル３階です。事務所へお越しの際にはビル左奥のエレベーターをご利用ください。ルート案内,－,－,詳しくはホームページをご覧ください。http://www.fuchu-j.co.jp/,お気軽にお問い合わせください。kanri@fuchu-j.co.jp,アパート業、アパート（学生向）、貸事務所、貸店舗、駐車場、不動産取引、マンション（学生向）、マンション賃貸業,10:00～18:00※特別な場合を除き年中無休でがんばっております。,－,－
